COMPLIANCE DATE,REGISTRATION,TRACKED BY,MODEL,SERIAL NUMBER,TASK DESCRIPTION,ATA CODE,MFG.CODE,ITEM NUMBER,PART NUMBER REMOVED,SERIAL NUMBER REMOVED,REMOVAL REASON,ACCUMULATED MONTHS,ACCUMULATED HOURS,ACCUMULATED LANDINGS,ACCUMULATED CYCLES,PART NUMBER INSTALLED,SERIAL NUMBER INSTALLED,INSTALLED STATUS,MSN AT INSTALL,TSN AT INSTALL,LSN AT INSTALL,CSN AT INSTALL,MSO AT INSTALL,TSO AT INSTALL,LSO AT INSTALL,CSO AT INSTALL
11/30/2024,N431HC,Airframe,A109SP,22404,(RII) BATTERY (REMOVAL NECESSARY) RECONDITIONING - SPECIAL INSPECTION [24-01],24,01[22],679,33181-004,11400448,SLOW,5,285.40,1218,,33181-004,11901698,[S] Serviceable,11,163.10,,,11,163.10,,
06/19/2024,N431HC,Airframe,A109SP,22404,(RII) BATTERY (REMOVAL NECESSARY) RECONDITIONING - SPECIAL INSPECTION [24-01],24,01[22],679,33181-004,11301305,[S] Scheduled,11,388.30,1049,,33181-004,11400448,[I] Inspected,,,,,,,,
07/03/2023,N431HC,Airframe,A109SP,22404,(RII) BATTERY (REMOVAL NECESSARY) RECONDITIONING - SPECIAL INSPECTION [24-01],24,01[22],679,33181-004,12100388,[S] Scheduled,13,540.40,1800,,33181-004,11301305,[S] Serviceable,17,448.50,1452,,17,448.50,1452,
05/18/2022,N431HC,Airframe,AGUSTA A109SP,22404,(RII) BATTERY (REMOVAL NECESSARY) RECONDITIONING - SPECIAL INSPECTION [24-01],24,01[22],679,33181-004,11300086,[F] Failed,1,15.50,70,,33181-004,12100388,[S] Serviceable,11,663.20,1903,,11,663.20,1903,
03/31/2022,N431HC,Airframe,AGUSTA A109SP,22404,(RII) BATTERY (REMOVAL NECESSARY) RECONDITIONING - SPECIAL INSPECTION [24-01],24,01[22],679,33181-001,11301305,[S] Scheduled,6,11.90,22,,33181-004,11300086,[I] Inspected,,,,,,,,
09/28/2021,N431HC,Airframe,AGUSTA A109SP,22404,BATTERY (REMOVAL NECESSARY) RECONDITIONING - SPECIAL INSPECTION [24-01],24,01[22],679,33181-004,11901471,[N] Other ( See Notes ),15,0.00,0,,33181-001,11301305,[OT] Other (See Notes),,,,,,,,
06/27/2020,N431HC,Airframe,AGUSTA A109SP,22404,BATTERY (REMOVAL NECESSARY) RECONDITIONING - SPECIAL INSPECTION [24-01],24,01[22],679,33181-004,11901471,,,,,,,,,,,,,,,,
09/03/2025,N281HC,Airframe,A109SP,22310,(RII) FUEL FILTER ELEMENT - DISCARD [28-01] - #1,28,DT28-01.1,184,1743645-02,No Lot Number,[S] Scheduled,10,426.50,1372,,1743645-02,No Lot Number,[N] New,,,,,,,,
10/30/2024,N281HC,Airframe,A109SP,22310,RII      FUEL FILTER ELEMENT - DISCARD [28-01] - #1,28,DT28-01.1,184,1743645-02,No Lot Number,[S] Scheduled,10,402.40,1171,,1743645-02,No Lot Number,[N] New,,,,,,,,
12/11/2023,N281HC,Airframe,A109SP,22310,RII      FUEL FILTER ELEMENT - DISCARD [28-01] - #1,28,DT28-01.1,184,1743645-02,No Lot Number,[S] Scheduled,9,384.90,1117,,1743645-02,No Lot Number,[N] New,,,,,,,,
03/02/2023,N281HC,Airframe,AGUSTA A109SP,22310,RII      FUEL FILTER ELEMENT - DISCARD [28-01] - #1,28,DT28-01.1,184,KD651510,No LOT,[S] Scheduled,7,374.40,1237,,1743645-02,No Lot Number,[N] New,0,0.00,0,,,,,
07/07/2022,N281HC,Airframe,AGUSTA A109SP,22310,RII      FUEL FILTER ELEMENT - DISCARD [28-01] - #1,28,DT28-01.1,184,KD651510,No LOT,[S] Scheduled,1,31.00,93,,KD651510,No LOT,[N] New,2,31.00,93,,2,31.00,93,
05/30/2022,N281HC,Airframe,AGUSTA A109SP,22310,RII      FUEL FILTER ELEMENT - DISCARD [28-01] - #1,28,DT28-01.1,184,KD651510,No Lot Number,[N] Other ( See Notes ),6,377.30,1255,,KD651510,No LOT,[OT] Other (See Notes),,,,,,,,
11/09/2021,N281HC,Airframe,AGUSTA A109SP,22310,RII      FUEL FILTER ELEMENT - DISCARD [28-01] - #1,28,DT28-01.1,184,KD651510,NA,[S] Scheduled,6,399.80,1268,,KD651510,No Lot Number,[N] New,,,,,,,,
04/21/2021,N281HC,Airframe,AGUSTA A109SP,22310,FUEL FILTER ELEMENT - DISCARD [28-01] - #1,28,DT28-01.1,184,KD651510,NA,[S] Scheduled,6,396.60,1210,,KD651510,NA,[N] New,,,,,,,,
09/24/2020,N281HC,Airframe,AGUSTA A109SP,22310,FUEL FILTER ELEMENT - DISCARD [28-01] - #1,28,DT28-01.1,184,KD651510,NA,[S] Scheduled,6,386.90,1170,,KD651510,NA,[N] New,,,,,,,,
03/03/2020,N281HC,Airframe,AGUSTA A109SP,22310,FUEL FILTER ELEMENT - DISCARD [28-01] - #1,28,DT28-01.1,184,KD651510,NSN,[S] Scheduled,8,401.80,1255,,KD651510,NA,[N] New,,,,,,,,
06/19/2019,N281HC,Airframe,AGUSTA A109SP,22310,FUEL FILTER ELEMENT - DISCARD [28-01] - #1,28,DT28-01.1,184,KD651510,NSN,[S] Scheduled,7,396.00,1585,,KD651510,NSN,[N] New,,,,,,,,
11/14/2018,N281HC,Airframe,AGUSTA A109SP,22310,FUEL FILTER ELEMENT - DISCARD [28-01] - #1,28,DT28-01.1,184,KD651510,NSN,[S] Scheduled,9,365.80,1727,,KD651510,NSN,[N] New,,,,,,,,
02/07/2018,N281HC,Airframe,AGUSTA A109SP,22310,FUEL FILTER ELEMENT - DISCARD [28-01] - #1,28,DT28-01.1,184,KD651510,NSN,[S] Scheduled,7,398.90,822,,KD651510,NSN,[N] New,,,,,,,,
06/10/2017,N281HC,Airframe,AGUSTA A109SP,22310,FUEL FILTER ELEMENT - DISCARD [28-01] - #1,28,DT28-01.1,184,KD651510,NSN,[NS] Not Specified,9,394.10,1667,,KD651510,NSN,[N] New,,,,,,,,
08/24/2016,N281HC,Airframe,AGUSTA A109SP,22310,FUEL FILTER ELEMENT - DISCARD [28-01] - #1,28,DT28-01.1,184,KD651510,NSN,[S] Scheduled,11,386.80,1452,,KD651510,NSN,[OT] Other (See Notes),,,,,,,,
09/24/2015,N281HC,Airframe,AGUSTA A109SP,22310,FUEL FILTER ELEMENT - DISCARD [28-01] - #1,28,DT28-01.1,184,KD651510,NSN,[S] Scheduled,10,406.40,1355,,KD651510,NSN,[N] New,,,,,,,,
11/05/2014,N281HC,Airframe,AGUSTA A109SP,22310,FUEL FILTER ELEMENT - DISCARD [28-01] - #1,28,DT28-01.1,184,KD651510,NSN,[S] Scheduled,12,390.70,1368,,KD651510,NSN,[N] New,,,,,,,,
11/01/2013,N281HC,Airframe,AGUSTA A109SP,22310,FUEL FILTER ELEMENT - DISCARD [28-01] - #1,28,DT28-01.1,184,,,,,,,,KD651510,NSN,,0,0.00,0,0.00,0,0.00,0,0.00
09/03/2025,N281HC,Airframe,A109SP,22310,(RII) FUEL FILTER ELEMENT - DISCARD [28-01] - #2,28,DT28-01.2,185,1743645-02,No Lot Number,[S] Scheduled,10,426.50,1372,,1743645-02,No Lot Number,[N] New,,,,,,,,
10/30/2024,N281HC,Airframe,A109SP,22310,RII      FUEL FILTER ELEMENT - DISCARD [28-01] - #2,28,DT28-01.2,185,1743645-02,No Lot Number,[S] Scheduled,10,402.40,1171,,1743645-02,No Lot Number,[N] New,,,,,,,,
12/11/2023,N281HC,Airframe,A109SP,22310,RII      FUEL FILTER ELEMENT - DISCARD [28-01] - #2,28,DT28-01.2,185,KD651510,No Lot Number,[S] Scheduled,9,384.90,1117,,1743645-02,No Lot Number,[N] New,,,,,,,,
02/28/2023,N281HC,Airframe,AGUSTA A109SP,22310,RII      FUEL FILTER ELEMENT - DISCARD [28-01] - #2,28,DT28-01.2,185,KD651510,No LOT,[S] Scheduled,7,374.40,1237,,KD651510,No Lot Number,[N] New,0,0.00,0,,,,,
07/13/2022,N281HC,Airframe,AGUSTA A109SP,22310,RII      FUEL FILTER ELEMENT - DISCARD [28-01] - #2,28,DT28-01.2,185,KD651510,No LOT,[S] Scheduled,1,31.00,93,,KD651510,No LOT,[N] New,2,31.00,93,,2,31.00,93,
05/30/2022,N281HC,Airframe,AGUSTA A109SP,22310,RII      FUEL FILTER ELEMENT - DISCARD [28-01] - #2,28,DT28-01.2,185,KD651510,No Lot Number,[N] Other ( See Notes ),6,377.30,1255,,KD651510,No LOT,[OT] Other (See Notes),,,,,,,,
11/09/2021,N281HC,Airframe,AGUSTA A109SP,22310,RII      FUEL FILTER ELEMENT - DISCARD [28-01] - #2,28,DT28-01.2,185,KD651510,NA,[S] Scheduled,6,399.80,1268,,KD651510,No Lot Number,[N] New,,,,,,,,
04/21/2021,N281HC,Airframe,AGUSTA A109SP,22310,FUEL FILTER ELEMENT - DISCARD [28-01] - #2,28,DT28-01.2,185,KD651510,NA,[S] Scheduled,6,396.60,1210,,KD651510,NA,[N] New,,,,,,,,
09/24/2020,N281HC,Airframe,AGUSTA A109SP,22310,FUEL FILTER ELEMENT - DISCARD [28-01] - #2,28,DT28-01.2,185,KD651510,NA,[S] Scheduled,6,386.90,1170,,KD651510,NA,[N] New,,,,,,,,
03/03/2020,N281HC,Airframe,AGUSTA A109SP,22310,FUEL FILTER ELEMENT - DISCARD [28-01] - #2,28,DT28-01.2,185,KD651510,NSN,[S] Scheduled,8,401.80,1255,,KD651510,NA,[N] New,,,,,,,,
06/19/2019,N281HC,Airframe,AGUSTA A109SP,22310,FUEL FILTER ELEMENT - DISCARD [28-01] - #2,28,DT28-01.2,185,KD651510,NSN,[S] Scheduled,7,396.00,1585,,KD651510,NSN,[N] New,,,,,,,,
11/01/2018,N281HC,Airframe,AGUSTA A109SP,22310,FUEL FILTER ELEMENT - DISCARD [28-01] - #2,28,DT28-01.2,185,KD651510,NSN,[S] Scheduled,8,365.80,1727,,KD651510,NSN,[N] New,,,,,,,,
02/07/2018,N281HC,Airframe,AGUSTA A109SP,22310,FUEL FILTER ELEMENT - DISCARD [28-01] - #2,28,DT28-01.2,185,KD651510,NSN,[S] Scheduled,7,398.90,822,,KD651510,NSN,[N] New,,,,,,,,
06/10/2017,N281HC,Airframe,AGUSTA A109SP,22310,FUEL FILTER ELEMENT - DISCARD [28-01] - #2,28,DT28-01.2,185,KD651510,NSN,[NS] Not Specified,9,394.10,1667,,KD651510,NSN,[N] New,,,,,,,,
08/24/2016,N281HC,Airframe,AGUSTA A109SP,22310,FUEL FILTER ELEMENT - DISCARD [28-01] - #2,28,DT28-01.2,185,KD651510,NSN,[S] Scheduled,11,386.80,1452,,KD651510,NSN,[OT] Other (See Notes),,,,,,,,
09/24/2015,N281HC,Airframe,AGUSTA A109SP,22310,FUEL FILTER ELEMENT - DISCARD [28-01] - #2,28,DT28-01.2,185,KD651510,NSN,[S] Scheduled,10,406.40,1355,,KD651510,NSN,[N] New,,,,,,,,
11/05/2014,N281HC,Airframe,AGUSTA A109SP,22310,FUEL FILTER ELEMENT - DISCARD [28-01] - #2,28,DT28-01.2,185,KD651510,NSN,[S] Scheduled,12,390.70,1368,,KD651510,NSN,[N] New,,,,,,,,
11/01/2013,N281HC,Airframe,AGUSTA A109SP,22310,FUEL FILTER ELEMENT - DISCARD [28-01] - #2,28,DT28-01.2,185,,,,,,,,KD651510,NSN,,0,0.00,0,0.00,0,0.00,0,0.00
08/30/2025,N261HC,Airframe,A109SP,22247,RII      KEVLAR OXYGEN BOTTLE - 15 YEAR LIFE LIMIT,35,0015,355,1270152-3,34347,[S] Scheduled,46,1620.10,4291,,89794077,C12040956,[S] Serviceable,161,,,,,,,
10/24/2021,N261HC,Airframe,AGUSTA A109SP,22247,RII      KEVLAR OXYGEN BOTTLE - 15 YEAR LIFE LIMIT,35,0015,355,1270152-3,25548LIFELIMITED,CANNING,59,2069.60,,,1270152-3,34347,[S] Serviceable,72,,,,,,,
11/01/2016,N261HC,Airframe,AGUSTA A109SP,22247,KEVLAR OXYGEN BOTTLE - 15 YEAR LIFE LIMIT,35,0015,355,1270152-3,281-26824,[N] Other ( See Notes ),44,1721.20,,,1270152-3,25548LIFELIMITED,[S] Serviceable,129,,,,,,,
02/13/2013,N261HC,Airframe,AGUSTA A109SP,22247,KEVLAR OXYGEN BOTTLE - 15 YEAR LIFE LIMIT,35,0015,355,,,,,,,,1270152-3,281-26824,,0,0.00,0,0.00,0,0.00,0,0.00
08/25/2025,N531HC,Airframe,A109SP,22366,RII    BATTERY (REMOVAL NECESSARY) - DO RECONDITIONING SERVICE - SPECIAL INSPECTION [24-01],24,01[22],246,No Part Removed,,,,,,,33181-004,12300978,[S] Serviceable,12,476.90,1588,,12,476.90,1588,
07/07/2025,N531HC,Airframe,A109SP,22366,RII    BATTERY (REMOVAL NECESSARY) - DO RECONDITIONING SERVICE - SPECIAL INSPECTION [24-01],24,01[22],246,33181-004,12000098,[S] Scheduled,16,510.80,1818,,No Part Installed,,,,,,,,,,
02/26/2024,N531HC,Airframe,A109SP,22366,RII      BATTERY (REMOVAL NECESSARY) RECONDITIONING - SPECIAL INSPECTION [24-01],24,01[22],246,33181-004,11901471,[S] Scheduled,11,471.40,1534,,33181-004,12000098,[I] Inspected,,,,,,,,
03/05/2023,N531HC,Airframe,AGUSTA A109SP,22366,RII      BATTERY (REMOVAL NECESSARY) RECONDITIONING - SPECIAL INSPECTION [24-01],24,01[22],246,33181-004,11601343,[E] Excess Oil Consumption,11,311.50,1526,,33181-004,11901471,[S] Serviceable,,,,,,,,
03/10/2022,N531HC,Airframe,AGUSTA A109SP,22366,RII      BATTERY (REMOVAL NECESSARY) RECONDITIONING - SPECIAL INSPECTION [24-01],24,01[22],246,PN,SN UNKNOWN,[S] Scheduled,64,,,,33181-004,11601343,[I] Inspected,,,,,,,,
11/09/2016,N531HC,Airframe,AGUSTA A109SP,22366,RII      BATTERY (REMOVAL NECESSARY) RECONDITIONING - SPECIAL INSPECTION [24-01],24,01[22],246,,,,,,,,PN,SN UNKNOWN,,0,,,,0,0.00,,
08/21/2025,N531HC,Airframe,A109SP,22366,"RII      STARTER GENERATOR - OVERHAUL [24-01] - #2 (PN 200SGL147Q-3, - 4)",24,CO24-01.2,781,No Part Removed,,,,,,,200SGL147Q-3-1,S00392XL2,[O] Overhauled,,366.70,985,,,0.00,,
05/13/2025,N531HC,Airframe,A109SP,22366,"RII      STARTER GENERATOR - OVERHAUL [24-01] - #2 (PN 200SGL147Q-3, - 4)",24,CO24-01.2,781,200SGL147Q-4,S00359XL2,[W] Worn To Limits,9,301.90,1081,,No Part Installed,,,,,,,,,,
08/08/2024,N531HC,Airframe,A109SP,22366,"RII      STARTER GENERATOR - OVERHAUL [24-01] - #2 (PN 200SGL147Q-3, - 4)",24,CO24-01.2,781,200SGL147Q-4,S00273,[W] Worn To Limits,5,208.90,737,,200SGL147Q-4,S00359XL2,[O] Overhauled,,519.40,,,,0.00,,
02/28/2024,N531HC,Airframe,A109SP,22366,"RII      STARTER GENERATOR - OVERHAUL [24-01] - #2 (PN 200SGL147Q-3, - 4)",24,CO24-01.2,781,200SGL147Q-3-1,S00046XL2,[U] Unscheduled,19,747.90,2913,,200SGL147Q-4,S00273,[O] Overhauled,,788.20,,,,0.00,,
07/07/2022,N531HC,Airframe,AGUSTA A109SP,22366,"RII      STARTER GENERATOR - OVERHAUL [24-01] - #2 (PN 200SGL147Q-3, - 4)",24,CO24-01.2,781,200SGL147Q-4,S00313,[F] Failed,3,35.00,,,200SGL147Q-3-1,S00046XL2,[O] Overhauled,,2462.40,,,,0.00,,
03/09/2022,N531HC,Airframe,AGUSTA A109SP,22366,"RII      STARTER GENERATOR - OVERHAUL [24-01] - #2 (PN 200SGL147Q-3, - 4)",24,CO24-01.2,781,,,,,,,,200SGL147Q-4,S00313,[N] New,,0.00,,,,0.00,,
08/20/2025,N291HC,Engine 2,PW207C,PCE-BH0560,RII      NO. 2 ENGINE -  FUEL FILTER REPLACEMENT,73,0003,644,3059779-01,No Lot Number,[S] Scheduled,10,483.10,,,3059779-01,7366171589,[N] New,,,,,,,,
09/30/2024,N291HC,Engine 2,PW207C,PCE-BH0560,RII      NO. 2 ENGINE -  FUEL FILTER REPLACEMENT,73,0003,644,,,[S] Scheduled,22,847.50,,,3059779-01,No Lot Number,[N] New,,,,,,,,
11/09/2022,N291HC,Engine 2,PW207C,PCE-BH0560,RII      NO. 2 ENGINE -  FUEL FILTER REPLACEMENT,73,0003,644,,,,,,,,,,,,,,,,,,
08/20/2025,N291HC,Engine 2,PW207C,PCE-BH0560,RII      NO. 2 ENGINE -  FUEL NOZZLES CLEAN & FUNCTIONAL CHECK,73,0007,646,KIT 10,No Lot Number,[W] Worn To Limits,10,483.10,,,KIT 08,KIT 08,[I] Inspected,,,,,,,,
09/30/2024,N291HC,Engine 2,PW207C,PCE-BH0560,RII      NO. 2 ENGINE -  FUEL NOZZLES CLEAN & FUNCTIONAL CHECK,73,0007,646,Kit UKN,UKN,[S] Scheduled,22,847.50,,,KIT 10,No Lot Number,[O] Overhauled,,,,,,,,
11/09/2022,N291HC,Engine 2,PW207C,PCE-BH0560,RII      NO. 2 ENGINE -  FUEL NOZZLES CLEAN & FUNCTIONAL CHECK,73,0007,646,,,,,,,,,,,,,,,,,,
08/20/2025,N291HC,Engine 2,PW207C,PCE-BH0560,RII      NO. 2 ENGINE -  OIL FILTER REPLACEMENT,79,1007,666,1742974-01,7366060479,[S] Scheduled,10,483.10,,,1742974-01,7366255368,[N] New,,,,,,,,
09/30/2024,N291HC,Engine 2,PW207C,PCE-BH0560,RII      NO. 2 ENGINE -  OIL FILTER REPLACEMENT,79,1007,666,,,[S] Scheduled,22,847.50,,,1742974-01,7366060479,[N] New,0,0.00,,,,,,
11/09/2022,N291HC,Engine 2,PW207C,PCE-BH0560,RII      NO. 2 ENGINE -  OIL FILTER REPLACEMENT,79,1007,666,,,,,,,,,,,,,,,,,,
08/20/2025,N291HC,Engine 1,PW207C,PCE-BH-0559,RII      NO. 1 ENGINE -  FUEL FILTER REPLACEMENT,73,0003,643,3059779-01,No Lot Number,[S] Scheduled,10,483.10,,,3059779-01,7366171589,[N] New,,,,,,,,
09/30/2024,N291HC,Engine 1,PW207C,PCE-BH-0559,RII      NO. 1 ENGINE -  FUEL FILTER REPLACEMENT,73,0003,643,3059779-01,No Lot Number,[S] Scheduled,22,847.50,,,3059779-01,No Lot Number,[N] New,,,,,,,,
11/09/2022,N291HC,Engine 1,PW207C,PCE-BH-0559,RII      NO. 1 ENGINE -  FUEL FILTER REPLACEMENT,73,0003,643,,,,,,,,,,,,,,,,,,
08/20/2025,N291HC,Engine 1,PW207C,PCE-BH-0559,RII      NO. 1 ENGINE -  FUEL NOZZLES CLEAN & FUNCTIONAL CHECK,73,0007,645,KIT 09,No Lot Number,[W] Worn To Limits,10,483.10,,,KIT 07,KIT 07,[I] Inspected,,,,,,,,
09/30/2024,N291HC,Engine 1,PW207C,PCE-BH-0559,RII      NO. 1 ENGINE -  FUEL NOZZLES CLEAN & FUNCTIONAL CHECK,73,0007,645,nozzle kit unk,unk,[S] Scheduled,22,847.50,,,KIT 09,No Lot Number,[O] Overhauled,,,,,,,,
11/09/2022,N291HC,Engine 1,PW207C,PCE-BH-0559,RII      NO. 1 ENGINE -  FUEL NOZZLES CLEAN & FUNCTIONAL CHECK,73,0007,645,,,,,,,,,,,,,,,,,,
08/20/2025,N291HC,Engine 1,PW207C,PCE-BH-0559,RII      NO. 1 ENGINE -  OIL FILTER REPLACEMENT,79,1007,665,1742974-01,7366060479,[S] Scheduled,10,483.10,,,1742974-01,7366002148,[N] New,0,0.00,,,0,0.00,,
09/30/2024,N291HC,Engine 1,PW207C,PCE-BH-0559,RII      NO. 1 ENGINE -  OIL FILTER REPLACEMENT,79,1007,665,,,[S] Scheduled,22,847.50,,,1742974-01,7366060479,[N] New,,,,,,,,
11/09/2022,N291HC,Engine 1,PW207C,PCE-BH-0559,RII      NO. 1 ENGINE -  OIL FILTER REPLACEMENT,79,1007,665,,,,,,,,,,,,,,,,,,
08/20/2025,N531HC,Airframe,A109SP,22366,RII      MAGNETIC BRAKE YAW,67,3010,46,No Part Removed,,,,,,,109-0021-18-103,15195,[S] Serviceable,1,64.00,224,,1,64.00,224,
08/13/2025,N531HC,Airframe,A109SP,22366,RII      MAGNETIC BRAKE YAW,67,3010,46,109-0021-18-103,15714,[C] Convenience,0,0,,,No Part Installed,,,,,,,,,,
,N531HC,Airframe,AGUSTA A109SP,22366,RII      MAGNETIC BRAKE YAW,67,3010,46,,,,,,,,109-0021-18-103,UNK,,,,,0.00,,,,0.00
08/19/2025,N531HC,Airframe,A109SP,22366,RII      YAW RESOLVER,22,1003.3,293,No Part Removed,,,,,,,109-0770V16-101,194910,[S] Serviceable,,,,,,,,
08/12/2025,N531HC,Airframe,A109SP,22366,RII      YAW RESOLVER,22,1003.3,293,109-0770V16-101,141392,[C] Convenience,0,0,,,No Part Installed,,,,,,,,,,
,N531HC,Airframe,AGUSTA A109SP,22366,RII      YAW RESOLVER,22,1003.3,293,,,,,,,,109-0770V16-101,141392,,,,,0.00,,,,0.00
08/19/2025,N531HC,Airframe,A109SP,22366,COPILOT IDS INDICATOR,40,0003,327,No Part Removed,,,,,,,109-0900-76-2A05,13121401,[S] Serviceable,66,2175.90,2027,,66,2175.90,2027,
05/30/2025,N531HC,Airframe,A109SP,22366,COPILOT IDS INDICATOR,40,0003,327,109-0900-76-2A05,22071715,[C] Convenience,14,510.80,1818,,No Part Installed,,,,,,,,,,
03/04/2024,N531HC,Airframe,A109SP,22366,COPILOT IDS INDICATOR,40,0003,327,No Part Removed,,,,,,,109-0900-76-2A05,22071715,[R] Repaired,,,,,,,,
02/23/2024,N531HC,Airframe,A109SP,22366,COPILOT IDS INDICATOR,40,0003,327,109-0900-76-2A05,12110088,[C] Convenience,0,0,,,No Part Installed,,,,,,,,,,
,N531HC,Airframe,AGUSTA A109SP,22366,COPILOT IDS INDICATOR,40,0003,327,,,,,,,,PN,SN UNKNOWN,,0,,0,,0,0.00,0,
08/18/2025,N531HC,Airframe,A109SP,22366,SHUT-OFF CHECK VALVE RH,21,2005.2,904,No Part Removed,,,,,,,109-0711-09-103,2370,[S] Serviceable,146,,,,146,,,
06/03/2025,N531HC,Airframe,A109SP,22366,SHUT-OFF CHECK VALVE RH,21,2005.2,904,109-0711-09-103,2625,[C] Convenience,0,0,,,No Part Installed,,,,,,,,,,
,N531HC,Airframe,AGUSTA A109SP,22366,SHUT-OFF CHECK VALVE RH,21,2005.2,904,,,,,,,,109-0711-09-103,2625,,,,,0.00,,,,0.00
08/18/2025,N531HC,Airframe,A109SP,22366,INVERTER #1,24,2010.1,198,No Part Removed,,,,,,,PC-251-123JA,32137,[S] Serviceable,69,1669.20,5977,,69,1669.20,5977,
08/09/2025,N531HC,Airframe,A109SP,22366,INVERTER #1,24,2010.1,198,PC-251-123JA,32031,[C] Convenience,15,470.60,1681,,No Part Installed,,,,,,,,,,
04/16/2024,N531HC,Airframe,A109SP,22366,INVERTER #1,24,2010.1,198,PC-251-123JA,28158,FAILED,1,40.20,137,,PC-251-123JA,32031,[S] Serviceable,24,823.40,2455,,24,823.40,2455,
03/03/2024,N531HC,Airframe,A109SP,22366,INVERTER #1,24,2010.1,198,PC-251-123JA,32141,[F] Failed,0,0,,,PC-251-123JA,28158,[S] Serviceable,1,0.00,0,,1,0.00,0,
,N531HC,Airframe,AGUSTA A109SP,22366,INVERTER #1,24,2010.1,198,,,,,,,,PN,SN UNKNOWN,,0,0.00,0,,0,0.00,0,
08/18/2025,N531HC,Airframe,A109SP,22366,INVERTER #2,24,2010.2,506,,,,,,,,PC-251-123JA,32198,[S] Serviceable,,,,,,,,
08/18/2025,N531HC,Airframe,A109SP,22366,SEARCHLIGHT,33,4020,958,No Part Removed,,,,,,,930-500-25-1,082144,[R] Repaired,,,,,,,,
05/31/2025,N531HC,Airframe,A109SP,22366,SEARCHLIGHT,33,4020,958,45-0339-11,0943,[C] Convenience,5,225.10,849,,No Part Installed,,,,,,,,,,
12/05/2024,N531HC,Airframe,A109SP,22366,SEARCHLIGHT,33,4020,958,No Part Removed,,,,,,,45-0339-11,0943,[I] Inspected,,,,,,,,
11/13/2024,N531HC,Airframe,A109SP,22366,SEARCHLIGHT,33,4020,958,930-500-25-1,113423,CANNING,0,0.00,0,,No Part Installed,,,,,,,,,,
11/13/2024,N531HC,Airframe,A109SP,22366,SEARCHLIGHT,33,4020,958,4580,No Lot Number,[N] Other ( See Notes ),1,6.70,6,,930-500-25-1,113423,[S] Serviceable,,,,,,,,
09/27/2024,N531HC,Airframe,A109SP,22366,SEARCHLIGHT,33,4020,958,4580,No Lot Number,BURNEDOUT,5,253.40,876,,4580,No Lot Number,[N] New,,,,,,,,
04/03/2024,N531HC,Airframe,A109SP,22366,SEARCHLIGHT,33,4020,958,4580,No Lot Number,BURNEDOUT,,,,,4580,No Lot Number,[N] New,,,,0.00,,,,0.00
08/18/2025,N531HC,Airframe,A109SP,22366,ATTITUDE HEADING REF. SYS. #1,34,1022.1,271,,,,,,,,145130-1002,4151,[S] Serviceable,,,,0.00,,,,0.00
08/18/2025,N531HC,Airframe,A109SP,22366,ATTITUDE HEADING REF. SYS. #2,34,1022.2,275,No Part Removed,,,,,,,145130-1002,9747,[S] Serviceable,69,169.20,5988,,69,169.20,5988,
08/13/2025,N531HC,Airframe,A109SP,22366,ATTITUDE HEADING REF. SYS. #2,34,1022.2,275,145130-1002,10020,[C] Convenience,38,1280.20,4878,,No Part Installed,,,,,,,,,,
05/19/2022,N531HC,Airframe,AGUSTA A109SP,22366,ATTITUDE HEADING REF. SYS. #2,34,1022.2,275,,,,,,,,145130-1002,10020,[N] New,0,0.00,0,0.00,,,,0.00
08/18/2025,N531HC,Airframe,A109SP,22366,RADAR ALTIMETER RECEIVER/TRANSMITTER,34,4010,538,No Part Removed,,,,,,,822-0615-206,4M25X,[R] Repaired,,,,,,,,
06/15/2025,N531HC,Airframe,A109SP,22366,RADAR ALTIMETER RECEIVER/TRANSMITTER,34,4010,538,822-0615-206,4RR1M,[C] Convenience,0,0,,,No Part Installed,,,,,,,,,,
,N531HC,Airframe,AGUSTA A109SP,22366,RADAR ALTIMETER RECEIVER/TRANSMITTER,34,4010,538,,,,,,,,PN,SN UNKNOWN,,0,0.00,0,0.00,0,0.00,0,0.00
08/18/2025,N531HC,Airframe,A109SP,22366,RII      TOOTHED BELT - DISCARD [63-01] - #1,63,DT63-01.1,628,109-0455-09-103,91509,[W] Worn To Limits,13,374.80,1349,,109-0455-09-103,91711,[N] New,0,0.00,0,,,,,
06/24/2024,N531HC,Airframe,A109SP,22366,RII      TOOTHED BELT - DISCARD [63-01] - #1,63,DT63-01.1,628,109-0455-09-103,81095,[N] Other ( See Notes ),3,136.00,469,,109-0455-09-103,91509,[N] New,0,0.00,0,,,,,
02/28/2024,N531HC,Airframe,A109SP,22366,RII      TOOTHED BELT - DISCARD [63-01] - #1,63,DT63-01.1,628,109-0455-09-103,75463,[S] Scheduled,23,782.90,3060,,109-0455-09-103,81095,[N] New,0,0.00,0,,,,,
03/10/2022,N531HC,Airframe,AGUSTA A109SP,22366,RII      TOOTHED BELT - DISCARD [63-01] - #1,63,DT63-01.1,628,PN,SN UNKNOWN,[S] Scheduled,64,,,,109-0455-090-103,75463,[N] New,0,0.00,,,,,,
11/09/2016,N531HC,Airframe,AGUSTA A109SP,22366,RII      TOOTHED BELT - DISCARD [63-01] - #1,63,DT63-01.1,628,,,,,,,,PN,SN UNKNOWN,,0,0.00,0,,0,0.00,0,
